node,attack_score
24446,0.050160388782678936
3178,0.05009278501702524
1814,0.04995878315853057
11731,0.049946954513600365
30729,0.04990372595158349
11851,0.049856189670774445
19288,0.04982750633699636
6719,0.04967629857787518
6309,0.049543200044981514
3210,0.04952970070737491
16210,0.04950868060392859
54994,0.049504321079841755
57140,0.04943056679330725
2621,0.049417425353487074
11859,0.049411359036582024
6488,0.04939066633684424
24598,0.04938190752219103
4232,0.049297083404668415
20603,0.04927618114887632
812,0.04927485978924406
33960,0.04925635266239853
3116,0.04921531781493883
17391,0.04911466512155263
43814,0.049070898337681856
44810,0.04906952813215894
6338,0.04906152528176359
33906,0.049058540747975304
26264,0.04905680372778044
546,0.04903931924019171
5758,0.04903662233408709
29865,0.048919867169576955
11728,0.04891573188059023
10083,0.048865440236006766
3736,0.048861848811731654
24161,0.04885116561744058
13255,0.048818320135346815
18158,0.04863078077565122
11689,0.04861656343907009
400,0.048610003668752275
472,0.04854865819375488
4045,0.048524354814099994
57171,0.048458729981819236
46489,0.04840921996815501
11854,0.048319532187818405
11849,0.04830992555924843
28305,0.04828295952188082
3894,0.04824406919998139
923,0.04820384332179659
48786,0.04815348216585613
1481,0.04812936464216594
28711,0.048121760794130275
3802,0.04811305495146677
11192,0.0480981722027414
6847,0.04806901633141303
37772,0.04800315533032033
4389,0.047837573815934904
51162,0.04781826171863334
31466,0.047768295194747123
809,0.04773673073458467
7644,0.04770814576807329
1399,0.047600562585864675
1541,0.04759596639118147
20462,0.04759295085090921
21173,0.04757837528906064
2135,0.04754628015472014
1869,0.04751445089228435
15130,0.04750314666371683
7283,0.04750015004277643
1090,0.047485729027959694
16516,0.04747623933623675
6307,0.047424869672651596
1325,0.047393137989817605
462,0.04733197611235949
1269,0.04728033382770695
2185,0.04726748466784398
3883,0.04718234847724884
4916,0.04718193645321515
3162,0.04715803876262411
9505,0.04714610208122964
48720,0.04712843639822897
30309,0.047075926579471274
11852,0.04700878606367579
16810,0.04699885254117718
28860,0.046936307795486104
24742,0.04684760126450992
11703,0.04680675858103832
46032,0.04676573392269635
63081,0.046712295602426575
11975,0.04670616657898538
1454,0.046674602383543845
16435,0.046634798733007535
3871,0.04658220534959438
21157,0.04655996231939173
11712,0.04654131332719704
540,0.046522880588683056
11812,0.04651006881097159
17352,0.04649665112531923
49555,0.04646478851165187
56145,0.04641602297914653
61065,0.04635072844593729
3485,0.0463289200103832
1095,0.046284878822691874
5398,0.046277521000493635
93560,0.046156652899244914
5325,0.046102040959100324
17005,0.04597854074719638
2901,0.045960511578568806
7293,0.04587315831663396
10572,0.04587136428983693
784,0.04587101057090109
7674,0.045840847907258175
18915,0.04583194761588744
27775,0.04579203930305107
141,0.04574835446445776
20368,0.04572137743616707
56144,0.045691352891901536
22657,0.045678189884499426
5766,0.04566671652665471
22736,0.045616327789003895
452,0.04549051810023855
1032,0.04546951428938259
2475,0.0453915427556484
27279,0.045319312910797285
57156,0.04530175096367126
48768,0.04523247003964457
